Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL11057,Illumina Genome Analyzer (Ornithorhynchus anatinus),high-throughput sequencing,Ornithorhynchus anatinus,0,2,1,GEO,14-Oct-10
GPL11058,Illumina Genome Analyzer (Tachyglossus aculeatus),high-throughput sequencing,Tachyglossus aculeatus,0,1,1,GEO,14-Oct-10
GPL11042,PhotorhabdusTT01-4144 genes,spotted DNA/cDNA,Photorhabdus laumondii subsp. laumondii TTO1,4608,4,1,Sophie Gaudriault,13-Oct-10
GPL9476,"National Institute of Fruit Tree Science/Fruit Genome Research Team -Pyrus pyrifolia-18,862-ver017286",spotted oligonucleotide,Pyrus pyrifolia,18932,17,3,Chikako Nishitani,12-Oct-10
GPL11034,"S. cerevisiae Chr 3, 6, and other regions on both DNA strands at 10-bp resolution",in situ oligonucleotide,Saccharomyces cerevisiae,180880,5,1,Carl Wu,12-Oct-10
GPL11035,Agilent 020807 Shanghai Institutes for Biological Sciences Bombyx mori 15K array,in situ oligonucleotide,Bombyx mori,15498,3,1,Shuai Zhan,12-Oct-10
GPL11041,Agilent-019553 Gallus gallus (chicken) Genome CGH Microarray 244K(Feature Number version),in situ oligonucleotide,Gallus gallus,243504,24,1,Agilent Technologies,12-Oct-10
GPL10915,Agilent-023080 Drosophila Exon Array 105K (Probe Name version),in situ oligonucleotide,Drosophila melanogaster,56223,17,1,Heli Pessa,11-Oct-10
GPL10921,Agilent-023080 Drosophila Exon Array 105K (Feature Number version),in situ oligonucleotide,Drosophila melanogaster,105072,0,0,Heli Pessa,11-Oct-10
GPL10731,"St. George's Hospital, Clostridium difficile 7.5K array [condensed version]",spotted DNA/cDNA,Clostridioides difficile 630,3723,3,1,Abraham L Sonenshein,9-Oct-10
GPL11033,MouseRef-8 v2.0 Expression BeadChip,oligonucleotide beads,Mus musculus,18097,79,3,ren liu,9-Oct-10
GPL9420,Agilent-021219 New15K60mer-EfetidaArray,in situ oligonucleotide,Eisenia fetida,15211,368,2,Natalie Barker,8-Oct-10
GPL10979,Agilent-029784 ETEC_CGH,spotted oligonucleotide,Escherichia coli,45220,216,1,PFGRC JCVI,8-Oct-10
GPL11029,454 GS 20 (Petromyzon marinus),high-throughput sequencing,Petromyzon marinus,0,2,1,GEO,8-Oct-10
GPL10111,Agilent-025188 Custom Agilent Myzus Persicae Array,in situ oligonucleotide,Myzus persicae,45220,16,2,Chris Bass,7-Oct-10
GPL11022,Illumina Genome Analyzer II (Arabidopsis lyrata),high-throughput sequencing,Arabidopsis lyrata,0,5,3,GEO,7-Oct-10
GPL9860,FZ_IBT1_Cglutamicum_10K_ver2,spotted oligonucleotide,Corynebacterium glutamicum ATCC 13032,10944,42,6,Tino Polen,5-Oct-10
GPL10973,Agilent-029850 T_vaginalis_array,in situ oligonucleotide,Trichomonas vaginalis,243504,0,0,PFGRC JCVI,5-Oct-10
GPL10993,miRXplore TM Microarray (922),spotted oligonucleotide,Homo sapiens;Mus musculus;Rattus norvegicus,1557,177,4,Silvia Rueberg,5-Oct-10
GPL10994,NimbleGen Mus musculus MM9 Expression Array (12x135k)_ALL PROBES,in situ oligonucleotide,Mus musculus,132489,57,6,Laurent Journot,5-Oct-10
GPL11004,Affymetrix GrapeGen Vitis vinifera Microarray [CDF: GrapeGena520510F],in situ oligonucleotide,Vitis vinifera,23096,298,15,Susanne Howard,5-Oct-10
GPL7870,Micro-CRIBI Human Oligo Array (Operon V2.0),spotted oligonucleotide,Homo sapiens,46752,26,1,Florina Raicu,4-Oct-10
GPL9753,SMD Print_1482 Helicobacter pylori,spotted DNA/cDNA,Helicobacter pylori,4032,38,3,Nina Reda Salama,4-Oct-10
GPL9754,SMD Print_1538 Helicobacter pylori,spotted DNA/cDNA,Helicobacter pylori,4032,20,1,Nina Reda Salama,4-Oct-10
GPL10841,TCI University of Hannover Oryza sativa 864 oligo array,spotted oligonucleotide,Oryza sativa,864,4,1,Frank Stahl,4-Oct-10
GPL11014,454 GS (Caenorhabditis elegans),high-throughput sequencing,Caenorhabditis elegans,0,4,1,GEO,4-Oct-10
GPL9862,University of Alberta Bovine 24K long oligo array,spotted oligonucleotide,Bos taurus,49152,10,1,Masaaki Taniguchi,2-Oct-10
GPL10882,Winzeler Lab Plasmodium vivax tiling array (PvivaxLib520507),in situ oligonucleotide,Plasmodium vivax,3533701,3,1,Neekesh V Dharia,2-Oct-10
GPL11005,Custom NimbleGen A. thaliana ChIP-chip tiling array [HD2.3X],in situ oligonucleotide,Arabidopsis thaliana,711320,210,22,Véronique BRUNAUD,2-Oct-10
GPL11009,Illumina HumanWG-6 v3.0 expression beadchip [Entrez ID - condensed version],oligonucleotide beads,Homo sapiens,25409,14,1,Federico Colombo,2-Oct-10
GPL9443,Agilent custom Human 14K Oligo Microarray,in situ oligonucleotide,Homo sapiens,13989,4,1,Men-Luh Yen,1-Oct-10
GPL9448,NimbleGen Human HG18 RefSeq Promoter 385K tiling array,in situ oligonucleotide,Homo sapiens,386230,24,7,Yujiro Tanaka,1-Oct-10
GPL9692,HAC Human 2.3K,spotted DNA/cDNA,Homo sapiens,2352,169,3,Renato David Puga,1-Oct-10
GPL10343,Nimblegen_Custom_PAH_array_V01,in situ oligonucleotide,Sphingomonas paucimobilis,8048,17,1,TERRAT Sebastien,1-Oct-10
GPL10528,[MoGene-1_0-st] Affymetrix Mouse Gene 1.0 ST Array [CDF: MoGene10stv1_Mm_ENSG],in situ oligonucleotide,Mus musculus,23176,157,1,Ricardo Alejandro Verdugo,1-Oct-10
GPL10545,NimbleGen_Zymomonas mobilis ZM4_4x72K array,in situ oligonucleotide,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,3996,4,1,Takeshi Hayashi,1-Oct-10
GPL10948,[ATH1-121501] Affymetrix Arabidopsis ATH1 Genome Array - custom CDF (ATH1-121501.TAIR8),in situ oligonucleotide,Arabidopsis thaliana,21517,12,1,Andy Pereira,1-Oct-10
GPL10974,Francisella tularensis full genome qRT-PCR,RT-PCR,Francisella tularensis,1068,33,2,John Braisted,1-Oct-10
GPL11003,DTU-VET-Actinobacillus pleuropneumoniae-135K array.v1,in situ oligonucleotide,Actinobacillus pleuropneumoniae,4876,123,2,Kirstine Klitgaard,1-Oct-10
GPL10235,Agilent pre-release murine 12K miRNA arrays (array design ID 018077),in situ oligonucleotide,Mus musculus,12553,26,2,Seth Daniel Crosby,30-Sep-10
GPL10236,TIGR NSF rice oligonucleotide microarray A,spotted oligonucleotide,Oryza sativa Japonica Group,22176,4,1,Benildo G de los Reyes,30-Sep-10
GPL10237,TIGR NSF rice oligonucleotide microarray B,spotted oligonucleotide,Oryza sativa Japonica Group,22176,4,1,Benildo G de los Reyes,30-Sep-10
GPL10959,NimbleGen mouse 385K whole genome tiling set26 (2006-07-17_MM8Tiling_Set26 out of a 37-array set),in situ oligonucleotide,Mus musculus,385496,4,2,Yi Sun,30-Sep-10
GPL10960,"NimbleGen mouse 385K Refseq and miRNA promoter tiling, 1 of 2-array set (2007-07-27_MM8_promoters_miRNA)",in situ oligonucleotide,Mus musculus,388950,4,2,Yi Sun,30-Sep-10
GPL10961,"NimbleGen mouse 385K Refseq and miRNA promoter tiling, 2 of 2-array set (2007-07-27_MM8_promoters_miRNA)",in situ oligonucleotide,Mus musculus,386653,4,2,Yi Sun,30-Sep-10
GPL10987,Agilent_schistosoma_8x15k_custom,in situ oligonucleotide,Schistosoma japonicum,15744,9,1,xk teng,30-Sep-10
GPL11000,Illumina Genome Analyzer (Drosophila yakuba),high-throughput sequencing,Drosophila yakuba,0,23,12,GEO,30-Sep-10
GPL11002,Illumina Genome Analyzer IIx (Mus musculus),high-throughput sequencing,Mus musculus,0,7468,881,GEO,30-Sep-10
GPL10989,NimbleGen Mouse CGH 3x720K Whole-Genome Tiling Array (Build MM9) [080603_MM9_WG_CGH_HX3],in situ oligonucleotide,Mus musculus,713358,50,8,Markus Müschen,29-Sep-10
GPL10995,Illumina Genome Analyzer II (Trypanosoma brucei brucei x gambiense 414),high-throughput sequencing,Trypanosoma brucei brucei x Trypanosoma gambiense 414,0,1,1,GEO,29-Sep-10
GPL10996,Illumina Genome Analyzer II (Trypanosoma brucei brucei x gambiense 181),high-throughput sequencing,Trypanosoma brucei brucei x Trypanosoma gambiense 181,0,1,1,GEO,29-Sep-10
GPL10998,Illumina Genome Analyzer II (Salmonella enterica subsp. enterica serovar Typhimurium),high-throughput sequencing,Salmonella enterica subsp. enterica serovar Typhimurium,0,2,1,GEO,29-Sep-10
GPL10999,Illumina Genome Analyzer IIx (Homo sapiens),high-throughput sequencing,Homo sapiens,0,9774,1088,GEO,29-Sep-10
GPL10982,Catholic Human 19K,spotted oligonucleotide,Homo sapiens,19200,26,1,Jung Woo Eun,28-Sep-10
GPL10984,CapitalBio 32K Mouse Genome Array,spotted oligonucleotide,Mus musculus,12633,12,1,guo dong lv,28-Sep-10
GPL10985,CapitalBio 36K Mouse Genome Array,spotted oligonucleotide,Mus musculus,12554,12,1,guo dong lv,28-Sep-10
GPL8429,Hs-OperonV2-vW2 Human oligonucleotide array,spotted oligonucleotide,Homo sapiens,4748,41,1,Sheelu Varghese,27-Sep-10
GPL10981,Illumina Genome Analyzer II (Bemisia tabaci),high-throughput sequencing,Bemisia tabaci,0,7,3,GEO,27-Sep-10
GPL10983,[Mitochip_2] Affymetrix Human Mitochondrial Resequencing Array 2.0,in situ oligonucleotide,Homo sapiens,0,96,5,"Affymetrix, Inc.",27-Sep-10
GPL10949,Agilent-24598 Genotypic-designed C. albicans and C. dubliniensis Cross Species CGH Microarray 4x180k,in situ oligonucleotide,Candida albicans;Candida dubliniensis,180880,4,1,Genotypic technology,24-Sep-10
GPL10970,Agilent Eichler Homo sapiens 4-plex 210k v1.0,in situ oligonucleotide,Homo sapiens,180880,5,1,Peter Sudmant,24-Sep-10
GPL10977,[At35b_MR] Affymetrix Arabidopsis Tiling 1.0R Array,in situ oligonucleotide,Arabidopsis thaliana,0,524,74,"Affymetrix, Inc.",24-Sep-10
GPL10978,[At35b_MF] Affymetrix Arabidopsis Tiling 1.0F Array,in situ oligonucleotide,Arabidopsis thaliana,0,198,17,"Affymetrix, Inc.",24-Sep-10
GPL10980,454 GS FLX (Chlamydomonas reinhardtii),high-throughput sequencing,Chlamydomonas reinhardtii,0,2,2,GEO,24-Sep-10
GPL10526,[HG-U133_Plus_2] Affymetrix GeneChip Human Genome HG-U133 Plus 2 Array [Brainarray HGU133Plus2_Hs_ENTREZG_v12],in situ oligonucleotide,Homo sapiens,17788,370,7,GEO admin,23-Sep-10
GPL10944,febit human miRBase v11,in situ oligonucleotide,Homo sapiens,847,185,1,Andreas Keller,23-Sep-10
GPL10963,PFGRC Staphylococcus_aureus_full_genome_RT-PCR,RT-PCR,Staphylococcus aureus,2647,10,1,John Braisted,23-Sep-10
GPL10950,UTHSC/Kotb Streptococcus pyogenes 2.3K v2,spotted oligonucleotide,Streptococcus pyogenes,2328,40,1,Rita G Kansal,22-Sep-10
GPL10540,Agilent-023956 S. mutans UA159-140509,in situ oligonucleotide,Streptococcus mutans UA159,15744,91,6,Xiaoli Xue,21-Sep-10
GPL10689,NimbleGen Arabidopsis thaliana 4x72K Array,in situ oligonucleotide,Arabidopsis thaliana,30361,42,8,"NimbleGen Systems, Inc.",21-Sep-10
GPL10947,FGP Eschscholzia californica 11K v1.0,in situ oligonucleotide,Eschscholzia californica,7322,32,1,Andre Chanderbali,21-Sep-10
GPL10951,Illumina MouseWG-6 v2.0 expression beadchip (Gene version),oligonucleotide beads,Mus musculus,30855,20,2,GEO admin,21-Sep-10
GPL9669,Mouse 33K cDNA array,spotted DNA/cDNA,Mus musculus,33600,2,1,Francesca Amati,20-Sep-10
GPL9824,HG18_Aug09_HD2.3_Custom_Promoter (NimbleGen),in situ oligonucleotide,Homo sapiens,2160368,6,1,W. Lee Kraus,20-Sep-10
GPL10895,Agilent Mycobacterium tuberculosis Whole Genome Oligo Microarray (8x15K)_condensed,in situ oligonucleotide,Mycobacterium tuberculosis H37Rv,4645,6,3,Lu Yu,20-Sep-10
GPL10945,Illumina Genome Analyzer II (Sus scrofa),high-throughput sequencing,Sus scrofa,0,110,19,GEO,20-Sep-10
GPL10946,Illumina Genome Analyzer (Cunninghamia lanceolata),high-throughput sequencing,Cunninghamia lanceolata,0,1,1,GEO,20-Sep-10
GPL10939,EMBRAPA/Grattapaglia Eucalyptus 44K genotyping array v1.0,in situ oligonucleotide,Eucalyptus,43803,128,2,Leandro Gomide Neves,18-Sep-10
GPL10942,AB SOLiD System 3.0 (Drosophila melanogaster),high-throughput sequencing,Drosophila melanogaster,0,85,5,GEO,18-Sep-10
GPL10941,"[Bovine] Affymetrix Bovine Genome Array [CDF: Brainarray Version 12, Bovine_Bt_REFSEQ]",in situ oligonucleotide,Bos taurus,10852,14,1,Nuria Mach,17-Sep-10
GPL8308,NimbleGen Mus musculus 385K MM8_60mer_expr,in situ oligonucleotide,Mus musculus,25631,12,1,Chiou-Hwa Yuh,16-Sep-10
GPL9107,VIMSS Desulfovibrio vulgaris Hildenborough 3.4K,spotted oligonucleotide,Desulfovibrio vulgaris str. Hildenborough,3428,1,1,Adam P. Arkin,16-Sep-10
GPL10910,[ChlpnV1a520166F] IHBI-C&T Chlamydia 2K v1.0_custom,in situ oligonucleotide,Chlamydia pneumoniae CWL029;Chlamydia trachomatis,1262,16,1,Ashkan Amirshahi,16-Sep-10
GPL10916,EMBRAPA/Grattapaglia Eucalyptus 103K discovery array v1.0,in situ oligonucleotide,Eucalyptus,103026,64,3,Leandro Gomide Neves,16-Sep-10
GPL10917,Agilent-022523 G. hirsutum (Cotton)   Oligo Microarray,in situ oligonucleotide,Gossypium hirsutum,43603,12,1,Wang Ling,16-Sep-10
GPL10918,Custom NimbleGen A. thaliana ChIP-chip tiling design AT7v2.2,in situ oligonucleotide,Arabidopsis thaliana,360718,20,7,Véronique BRUNAUD,16-Sep-10
GPL10919,Custom NimbleGen A. thaliana ChIP-chip tiling design AT7v1.1,in situ oligonucleotide,Arabidopsis thaliana,360718,51,16,Véronique BRUNAUD,16-Sep-10
GPL10920,Custom NimbleGen A. thaliana ChIP-chip tiling design AT7v1.2,in situ oligonucleotide,Arabidopsis thaliana,360718,49,16,Véronique BRUNAUD,16-Sep-10
GPL10930,Agilent-014810 Yeast Whole Genome ChIP-on-Chip Microarray 4x44K (G4493A) [Probe Name version],in situ oligonucleotide,Saccharomyces cerevisiae,43504,349,26,Agilent Technologies,16-Sep-10
GPL10934,Illumina Genome Analyzer II (Pseudomonas putida KT2440),high-throughput sequencing,Pseudomonas putida KT2440,0,2,2,GEO,16-Sep-10
GPL9696,Prevotella ruminicola whole genome array,in situ oligonucleotide,Prevotella ruminicola 23,15744,34,1,Carl James Yeoman,15-Sep-10
GPL10361,Agilent-016579 Nelson Whole Mouse Genome Microarray 4x44K,in situ oligonucleotide,Mus musculus,45190,40,6,Ilsa Coleman,15-Sep-10
GPL10688,Micro-CRIBI Mouse Oligo Array (Operon V1.1),spotted oligonucleotide,Mus musculus,28560,38,2,Gerolamo Lanfranchi,15-Sep-10
GPL10911,Custom NimbleGen A. thaliana ChIP-chip tiling design AT7v2.1,in situ oligonucleotide,Arabidopsis thaliana,360718,20,7,Véronique BRUNAUD,15-Sep-10
GPL10906,Agilent-019159 Rat miRNA Microarray (miRBase release 12.0 miRNA ID version),in situ oligonucleotide,Rattus norvegicus,408,112,8,Agilent Technologies,14-Sep-10
GPL9241,Frankia alni ACN14a whole genome microarray [2008-05-19_RDKK060_Faln_60mer_expr],in situ oligonucleotide,Frankia alni ACN14a,6721,15,1,Ken-ichi Kucho,12-Sep-10
GPL9279,Frankia alni ACN14a whole genome microarray [2007-06-20_Frankia_expr],in situ oligonucleotide,Frankia alni ACN14a,6723,6,1,Ken-ichi Kucho,12-Sep-10
GPL10809,Human_Cancer MicroRNA Array_v1.0,spotted oligonucleotide,Homo sapiens,139,2,1,Jingjing Wu,11-Sep-10
GPL7276,VUMC Agilent-019445 ch16_199k_plus44k,in situ oligonucleotide,Homo sapiens,243504,1,1,Daoud Sie,10-Sep-10
GPL9173,Ambion mirVana™ miRNA Probe Set 1564V2 Oct06_IZKF (condensed),spotted oligonucleotide,Homo sapiens;Mus musculus;Rattus norvegicus,665,20,1,Burkhard Gerhard Kneitz,10-Sep-10
GPL9182,NimbleGen_Magnaporthe grisea_38K_NC/ChIP_080229,in situ oligonucleotide,Pyricularia grisea,383036,3,2,Soonok Kim,10-Sep-10
GPL10040,Chr. Hansen A/S_Bifidobacterium animalis subsp lactis BB12_1689_v1.0,spotted oligonucleotide,Bifidobacterium animalis subsp. lactis,1689,3,2,Martin Bastian Pedersen,10-Sep-10
GPL10517,LC_MRA-1001_miRHuman_12.0_080901,in situ oligonucleotide,Homo sapiens,94,1,1,Dominik M Duelli,10-Sep-10
GPL10881,Affymetrix Human Genome U133 Plus 2.0 Array [CDF: HGU133Plus2_Hs_REFSEQ_12.1.0],in situ oligonucleotide,Homo sapiens,29398,54,1,Ash A Alizadeh,10-Sep-10
GPL10892,Chromochip Arabidopsis thaliana 21.7K CHROMO4_1,spotted DNA/cDNA,Arabidopsis thaliana,21768,40,3,Véronique BRUNAUD,10-Sep-10
GPL10904,Illumina HumanHT-12 V4.0 expression beadchip (gene symbol),oligonucleotide beads,Homo sapiens,34695,7452,149,GEO admin,10-Sep-10
GPL9191,DUMRU Mouse 12K v1.0,other,Mus musculus,6963,64,1,Sean McGee,9-Sep-10
GPL9307,CombiMatrix_Prokaryotic_4x2K_design 6809,in situ oligonucleotide,Archaea;Bacteria,2240,64,1,Maria Smit,9-Sep-10
GPL10733,[BrasEx1S_exon] Affymetrix Brassica Exon 1.0 ST,in situ oligonucleotide,Brassica rapa,135347,311,5,Nottingham Arabidopsis Stock Centre (NASC),9-Sep-10
GPL10891,University of Florida Bacillus subtilis 9K array version 1,spotted DNA/cDNA,Bacillus subtilis,8806,2,1,Wayne L Nicholson,9-Sep-10
GPL10563,Aspergillus nidulans 12K version 1,spotted oligonucleotide,Aspergillus nidulans,11981,32,1,Gabriela Salinas,8-Sep-10
GPL9170,Haloferax volcanii DS2 tiled array,in situ oligonucleotide,Haloferax volcanii DS2,259616,61,1,Chuck Daniels,8-Sep-10
GPL10884,MEEBO_38.5K_Mus musculus_spotted_oligo_array,spotted oligonucleotide,Mus musculus,38880,3,1,Leonardo Ignacio Pavez,8-Sep-10
GPL7446,"Stintzi Lab Campylobacter jejuni 2.4k array, version 5.0",spotted DNA/cDNA,Campylobacter jejuni,2400,27,1,Alain Stintzi,7-Sep-10
GPL10797,MIT-KI zebrafish Zv7+8 15K CGH v1.0,in situ oligonucleotide,Danio rerio,15744,42,1,Sebastian Hoersch,7-Sep-10
GPL10885,JCVI PFGRC Streptococcus pneumoniae 21K v6 array designed primarily based on strain TIGR4 [full array version],spotted oligonucleotide,Streptococcus pneumoniae,21168,20,1,Jonathan Thomas,7-Sep-10
GPL10886,JCVI PFGRC Streptococcus pneumoniae 21K v7 array designed primarily based on strain TIGR4 [full array version],spotted oligonucleotide,Streptococcus pneumoniae,21168,2,1,Jonathan Thomas,7-Sep-10
GPL10883,Salmonella enterica STv7S_MMCC (uncondensed),spotted DNA/cDNA,Salmonella enterica,17328,15,1,Richelle C. Charles,6-Sep-10
GPL10872,WashU_crypto_ver2_array,spotted oligonucleotide,Cryptococcus neoformans,10601,27,6,Michael S Price,4-Sep-10
GPL10867,2007-03-13_Henikoff_Dros_ChIP_1,in situ oligonucleotide,Drosophila melanogaster,384767,4,1,Giacomo Cavalli,3-Sep-10
GPL10875,Agilent-024207 Schistosoma mansoni 45K array (Feature Number version),in situ oligonucleotide,Schistosoma mansoni,45220,20,2,Geoffrey Gobert,3-Sep-10
GPL10877,Agilent Mycobacterium tuberculosis Whole Genome Oligo Microarray (8x15K),in situ oligonucleotide,Mycobacterium tuberculosis CDC1551;Mycobacterium tuberculosis H37Rv,14634,0,0,Lu Yu,3-Sep-10
GPL10659,Affymetrix E. coli Antisense Genome Array,in situ oligonucleotide,Escherichia coli K-12,7459,3,1,Henry H Lee,2-Sep-10
GPL10837,Maize Pioneer Hi-Bred 105K mRNA Microarray,spotted oligonucleotide,Zea mays,105072,370,6,Kevin Robert Hayes,2-Sep-10
GPL10871,Adelaide Microarray Facility CompuGen OligoLibrary Mouse 22k V2.1,spotted oligonucleotide,Mus musculus,21781,30,1,Renee Rogers,2-Sep-10
GPL10873,NimbleGen Porphyromonas gingivalis Streptococcus mutans 080319_BK_mixed_bact_expr,in situ oligonucleotide,Porphyromonas gingivalis W83;Streptococcus mutans UA159,3802,8,2,Sylvio Redanz,2-Sep-10
GPL10876,454 GS (Drosophila melanogaster),high-throughput sequencing,Drosophila melanogaster,0,1,1,GEO,2-Sep-10
GPL10878,Agilent-023795 Human DNA Methylation Microarray 244k,in situ oligonucleotide,Homo sapiens,243504,201,6,Agilent Technologies,2-Sep-10
GPL10359,"Nimblegen Naegleria gruberi 385K array, v1.0",in situ oligonucleotide,Naegleria gruberi,33260,15,1,Lillian Fritz-Laylin,1-Sep-10
GPL7535,UBEC Operon Array Ready E. coli Oligonucleotide set 1.0 [Oligo ID version],spotted oligonucleotide,Escherichia coli,6075,155,5,Nil Turan,1-Sep-10
GPL9995,NHRI Human 46K cDNA array,spotted DNA/cDNA,Homo sapiens,46609,30,1,Chieh Hua Lin,1-Sep-10
GPL10226,Affymetrix GeneChip Rat Genome 230 2.0 Array (CDF:rat2302daiplusv6.cdf),in situ oligonucleotide,Rattus norvegicus,27630,52,1,Xiaolian Yuan,1-Sep-10
GPL10352,LFGC miRNA NCODEV1,spotted oligonucleotide,Homo sapiens;Rattus norvegicus,525,12,2,Oleg Tchernitsa,1-Sep-10
GPL10652,NimbleGen_Schmidtea mediterranea_385k array,in situ oligonucleotide,Schmidtea mediterranea,16797,54,3,Phillip Newmark,1-Sep-10
GPL10686,NimbleGen 2.1M HD2 Arabidopsis HD2 Custom Array,in situ oligonucleotide,Arabidopsis thaliana,2053677,6,2,Soichi Inagaki,1-Sep-10
GPL10691,Agilent Human 244K Alternative Splicing Oligo Custom Microarray,in situ oligonucleotide,Homo sapiens,34692,12,5,Qun Pan,1-Sep-10
GPL10779,NimbleGen Human 12x135K array v1.0 HG17,in situ oligonucleotide,Homo sapiens,128722,24,2,Andy Itsara,1-Sep-10
GPL10780,NimbleGen Human 12x135K array v1.0 HG18,in situ oligonucleotide,Homo sapiens,136881,36,2,Andy Itsara,1-Sep-10
GPL10855,Arabidopsis thaliana SNP-tiling array AtSNPtile ver. 2,in situ oligonucleotide,Arabidopsis thaliana,2417869,71,5,Justin Borevitz,1-Sep-10
GPL8540,Illumina MouseRef8 Ver1.1,oligonucleotide beads,Mus musculus,24691,82,4,Minghui Jessica Chen,31-Aug-10
GPL9148,UMN/Agilent Candida albicans 165K tiling array,in situ oligonucleotide,Candida albicans,165292,2,1,Amnon Koren,31-Aug-10
GPL9150,UMN/Agilent Candida albicans 200K tiling array,in situ oligonucleotide,Candida albicans,199854,4,1,Amnon Koren,31-Aug-10
GPL10380,NimbleGen_Xylella fastidiosa 9a5c_4x72K array,in situ oligonucleotide,Xylella fastidiosa 9a5c,2832,15,1,Alessandra Alves De Souza,31-Aug-10
GPL7391,WUSTL Brugia malayi v.1 (condensed version),spotted oligonucleotide,Brugia malayi,3528,3,1,Sasisekhar Bennuru,30-Aug-10
GPL10866,Illumina Genome Analyzer II (Plasmodium falciparum 3D7),high-throughput sequencing,Plasmodium falciparum 3D7,0,29,4,GEO,30-Aug-10
GPL7541,Lactobacillus reuteri 6475 2.3K v1.0,spotted oligonucleotide,Limosilactobacillus reuteri,1992,47,7,Delphine Saulnier,29-Aug-10
